;Water_Type_UN;Carbonation_ST;Week;Units
784196;0;0;34;7
788596;0;0;34;8
788585;0;0;34;10
788584;0;0;34;10
788600;0;0;34;7
788597;0;0;34;8
788570;1;1;34;13
781091;0;0;34;31
782070;0;0;34;10
782048;1;0;34;20
825701;0;0;34;1
822650;1;1;34;3
818972;1;0;34;6
825699;0;0;34;1
818943;1;1;34;22
825892;1;1;34;4
826574;1;1;34;11
825663;0;0;34;4
825676;0;0;34;3
825664;0;0;34;4
820791;0;0;34;2
820746;0;0;34;8
820803;0;0;34;1
822469;1;1;34;18
822648;0;0;34;3
824015;0;0;34;3
824016;0;0;34;3
824032;0;0;34;2
824014;0;0;34;3
824008;0;0;34;4
777825;1;1;34;23
823958;1;1;34;17
777766;0;0;34;3
777745;0;0;34;6
796910;0;0;34;5
796909;0;0;34;5
796908;0;0;34;5
796948;0;0;34;1
796946;0;0;34;1
796607;0;0;34;1
808155;1;0;34;6
807132;1;0;34;11
807129;1;1;34;12
795986;0;0;34;1
795976;0;0;34;2
797992;0;0;34;8
795020;1;1;34;12
795018;0;0;34;12
802817;0;0;34;1
804109;0;0;34;4
804108;0;0;34;4
803412;0;0;34;1
803396;0;0;34;2
804092;0;0;34;6
804068;0;0;34;10
804093;0;0;34;6
804191;0;0;34;8
805885;0;0;34;1
805884;0;0;34;1
805955;1;0;34;5
806540;1;1;34;16
809629;1;1;34;6
806027;0;0;34;17
806062;0;0;34;9
806049;0;0;34;11
806094;0;0;34;4
806080;0;0;34;6
809564;0;0;34;28
809563;0;0;34;28
809556;0;0;34;35
809551;0;0;34;45
809547;0;0;34;53
809567;0;0;34;26
809532;1;1;34;2
809525;0;0;34;3
809519;0;0;34;4
808910;0;0;34;1
808909;0;0;34;1
808908;0;0;34;1
808907;0;0;34;1
808896;0;0;34;3
811499;1;0;34;8
842800;1;1;34;8
842818;0;0;34;5
842462;1;1;34;10
843962;0;0;34;4
850748;1;1;34;6
850769;1;0;34;3
852267;1;0;34;2
852266;0;0;34;2
849171;1;1;34;4
849162;1;0;34;5
849990;1;1;34;4
852286;0;0;34;1
852285;0;0;34;1
852284;0;0;34;1
895661;0;0;34;3
844640;1;0;34;18
844655;1;1;34;12
891681;0;0;34;1
882835;1;1;34;8
882713;0;0;34;1
882890;0;0;34;1
883541;0;0;34;1
883540;0;0;34;1
883882;1;1;34;3
883691;1;1;34;7
883712;0;0;34;3
884654;0;0;34;6
884666;0;0;34;4
883869;0;0;34;6
883862;0;0;34;7
884998;0;0;34;9
885009;0;0;34;6
835950;1;0;34;6
835901;1;1;34;51
847199;1;0;34;5
833869;0;0;34;4
835428;0;0;34;4
871020;1;0;34;4
870938;0;0;34;8
886132;0;0;34;1
886114;0;0;34;3
886121;1;1;34;2
886131;0;0;34;1
884666;0;0;34;4
884654;0;0;34;6
884998;0;0;34;9
885009;0;0;34;6
886114;0;0;34;3
886121;1;1;34;2
886131;0;0;34;1
886132;0;0;34;1
855316;0;0;34;3
853210;0;0;34;3
853074;0;0;34;1
853240;0;0;34;1
853242;0;0;34;1
853241;0;0;34;1
853064;1;1;34;2
853062;0;0;34;2
853040;1;0;34;4
853685;1;1;34;4
850748;1;1;34;6
850769;1;0;34;3
849990;1;1;34;4
856467;1;1;34;14
854239;1;1;34;18
854400;1;0;34;1
849162;1;0;34;5
849171;1;1;34;4
852266;0;0;34;2
852267;1;0;34;2
852284;0;0;34;1
852285;0;0;34;1
852286;0;0;34;1
881171;1;1;34;15
869900;0;0;34;1
869787;0;0;34;3
875636;0;0;34;1
875637;0;0;34;1
869806;0;0;34;1
872552;1;1;34;2
872559;0;0;34;1
872561;0;0;34;1
872970;0;0;34;2
872560;0;0;34;1
872943;0;0;34;5
872942;0;0;34;5
872804;1;0;34;3
872961;0;0;34;3
874060;0;0;34;5
874061;1;1;34;5
874792;0;0;34;1
874781;0;0;34;2
874791;0;0;34;1
874793;0;0;34;1
873873;0;0;34;2
873854;0;0;34;5
873859;0;0;34;4
873858;0;0;34;4
873302;0;0;34;3
882890;0;0;34;1
883712;0;0;34;3
882835;1;1;34;8
883540;0;0;34;1
883541;0;0;34;1
883691;1;1;34;7
881199;0;0;34;6
881210;0;0;34;3
881220;0;0;34;2
881221;0;0;34;2
881301;1;1;34;4
878640;0;0;34;4
878557;0;0;34;1
878639;0;0;34;4
878647;0;0;34;3
874091;0;0;34;2
874040;0;0;34;7
874999;0;0;34;2
875141;0;0;34;2
875011;0;0;34;1
876548;0;0;34;5
874977;0;0;34;6
874978;1;1;34;6
874985;0;0;34;4
874986;0;0;34;4
875155;0;0;34;1
875156;1;1;34;1
874981;0;0;34;5
874829;1;1;34;4
876341;1;0;34;3
876451;1;1;34;11
788584;0;0;34;10
788585;0;0;34;10
787995;0;0;34;4
787996;0;0;34;4
788596;0;0;34;8
788600;0;0;34;7
788570;1;1;34;13
865002;0;0;34;4
865012;0;0;34;3
788597;0;0;34;8
789814;1;1;34;46
789853;0;0;34;16
789850;1;0;34;17
862231;0;0;34;2
861713;0;0;34;1
861543;0;0;34;2
792010;1;0;34;14
791407;0;0;34;17
791436;0;0;34;9
791665;0;0;34;11
791689;0;0;34;7
791693;0;0;34;6
791421;0;0;34;13
787402;1;1;34;30
789880;0;0;34;7
854239;1;1;34;18
853685;1;1;34;4
853040;1;0;34;4
853074;0;0;34;1
853064;1;1;34;2
853062;0;0;34;2
854400;1;0;34;1
855316;0;0;34;3
860446;0;0;34;2
853210;0;0;34;3
853242;0;0;34;1
853241;0;0;34;1
853240;0;0;34;1
867693;0;0;34;5
867717;0;0;34;3
867716;0;0;34;3
867704;0;0;34;4
867705;0;0;34;4
838088;1;1;34;12
865666;0;0;34;1
865665;0;0;34;1
865664;0;0;34;1
865639;0;0;34;5
865640;1;1;34;5
867581;0;0;34;1
841726;1;1;34;30
866259;0;0;34;2
866270;0;0;34;1
865072;0;0;34;6
866627;0;0;34;4
866639;0;0;34;3
866638;0;0;34;3
866657;0;0;34;1
865019;1;1;34;2
891681;0;0;34;1
837867;0;0;34;3
895661;0;0;34;3
781091;0;0;34;31
781232;1;1;34;33
782048;1;0;34;20
781314;0;0;34;4
782070;0;0;34;10
783233;1;1;34;35
877294;0;0;34;4
877312;0;0;34;2
877313;0;0;34;2
881221;0;0;34;2
881220;0;0;34;2
881210;0;0;34;3
881199;0;0;34;6
878640;0;0;34;4
878557;0;0;34;1
878639;0;0;34;4
878647;0;0;34;3
883882;1;1;34;3
883869;0;0;34;6
883862;0;0;34;7
882713;0;0;34;1
881171;1;1;34;15
881301;1;1;34;4
777766;0;0;34;3
777745;0;0;34;6
777825;1;1;34;23
839509;0;0;34;7
839506;0;0;34;8
863683;0;0;34;2
863684;0;0;34;2
863693;0;0;34;1
863675;0;0;34;3
791648;1;1;34;16
791637;0;0;34;21
791644;0;0;34;17
863138;1;0;34;6
780712;0;0;34;5
780713;0;0;34;5
780714;0;0;34;5
784196;0;0;34;7
784188;0;0;34;8
784189;1;1;34;8
785099;1;0;34;9
785084;1;1;34;15
785720;1;1;34;49
837866;0;0;34;3
783650;0;0;34;11
1014665;1;1;35;10
1014733;0;0;35;1
1016309;0;0;35;1
1016310;1;1;35;1
1015045;0;0;35;1
1015034;1;1;35;2
1015044;0;0;35;1
1015259;0;0;35;2
1015260;0;0;35;2
1012467;0;0;35;1
1012468;0;0;35;1
1012470;0;0;35;1
1010847;1;1;35;3
1010872;0;0;35;1
1007896;0;0;35;5
1007404;0;0;35;4
1013609;0;0;35;1
1012965;0;0;35;2
1005242;0;0;35;3
1005263;0;0;35;1
1005264;0;0;35;1
1005265;0;0;35;1
1005266;1;1;35;1
1005403;0;0;35;2
997409;1;1;35;1
997408;0;0;35;1
997390;0;0;35;3
997389;0;0;35;3
997388;0;0;35;3
1001291;0;0;35;2
1001284;0;0;35;3
1001283;0;0;35;3
1001252;1;1;35;7
996810;0;0;35;4
997016;0;0;35;1
997007;0;0;35;2
996998;0;0;35;3
996991;0;0;35;4
996793;1;1;35;9
996678;0;0;35;1
999951;0;0;35;1
999950;0;0;35;1
999931;1;1;35;4
999869;1;0;35;3
999949;0;0;35;1
1002113;0;0;35;1
986088;0;0;35;1
999159;0;0;35;2
996839;0;0;35;1
996838;0;0;35;1
998688;0;0;35;1
998687;0;0;35;1
998686;0;0;35;1
998636;1;1;35;8
999149;1;1;35;3
999169;0;0;35;1
998026;1;1;35;1
998018;0;0;35;2
998017;0;0;35;2
999147;0;0;35;3
994431;0;0;35;10
993799;1;0;35;8
993795;1;1;35;9
969012;1;0;35;6
968999;1;1;35;9
994444;0;0;35;6
994479;0;0;35;1
994498;1;1;35;11
992552;0;0;35;5
1000760;0;0;35;3
1000759;0;0;35;3
1000740;0;0;35;6
992542;1;1;35;6
992536;0;0;35;8
992529;0;0;35;10
992285;0;0;35;1
992280;0;0;35;2
991488;1;1;35;1
991487;0;0;35;1
991476;0;0;35;2
991475;0;0;35;2
992286;0;0;35;1
987725;0;0;35;1
986497;1;0;35;1
986496;0;0;35;1
987729;0;0;35;1
987728;0;0;35;1
987726;0;0;35;1
988608;0;0;35;7
988565;0;0;35;1
987712;0;0;35;2
935699;1;1;35;7
935689;0;0;35;9
935682;0;0;35;11
935667;0;0;35;14
935674;0;0;35;13
937110;0;0;35;3
981819;0;0;35;1
981797;0;0;35;5
981809;0;0;35;2
983845;0;0;35;3
983844;0;0;35;3
982488;0;0;35;1
990589;0;0;35;5
990540;1;1;35;2
990391;0;0;35;4
991011;0;0;35;2
991004;0;0;35;4
990313;1;1;35;6
987458;0;0;35;1
987457;0;0;35;1
987429;1;1;35;4
983039;0;0;35;3
983042;0;0;35;2
988773;1;1;35;3
900614;1;0;35;6
905011;1;0;35;5
901485;1;1;35;15
905189;1;0;35;7
905178;1;1;35;11
905047;0;0;35;2
905033;0;0;35;3
905032;0;0;35;3
901504;1;0;35;11
905957;0;0;35;14
976451;0;0;35;1
976441;1;0;35;2
976440;0;0;35;2
979566;1;0;35;4
979580;1;1;35;2
980870;0;0;35;1
980098;0;0;35;12
979938;1;1;35;1
979737;0;0;35;1
980351;0;0;35;6
980350;0;0;35;6
964086;1;1;35;2
963633;0;0;35;3
963612;0;0;35;6
963611;0;0;35;6
963601;1;1;35;7
963600;0;0;35;7
963620;0;0;35;5
963372;0;0;35;4
963416;0;0;35;1
962899;0;0;35;2
966121;0;0;35;10
966117;0;0;35;11
962103;1;1;35;48
962092;1;0;35;2
967840;0;0;35;11
967837;0;0;35;12
967833;0;0;35;13
967841;0;0;35;11
967853;0;0;35;9
967854;0;0;35;9
967359;1;1;35;2
969928;1;1;35;3
971592;0;0;35;4
970424;1;1;35;14
977621;0;0;35;10
977602;1;1;35;18
978662;1;1;35;6
980841;1;1;35;5
980869;0;0;35;1
980868;0;0;35;1
980856;1;0;35;3
980846;0;0;35;4
978669;0;0;35;5
978095;1;1;35;8
978148;0;0;35;17
978675;0;0;35;4
978179;0;0;35;7
978167;0;0;35;9
978668;0;0;35;5
965121;0;0;35;2
965120;0;0;35;2
965115;0;0;35;3
965080;0;0;35;10
965058;1;1;35;19
965116;0;0;35;3
919199;0;0;35;14
919646;0;0;35;9
919983;1;1;35;13
919678;0;0;35;4
919677;0;0;35;4
919669;0;0;35;6
919663;0;0;35;7
948089;1;1;35;19
948107;1;0;35;10
949027;0;0;35;3
949012;1;0;35;5
949176;1;0;35;5
919600;1;1;35;33
916170;0;0;35;7
916569;1;0;35;10
947499;1;1;35;8
945727;0;0;35;4
945669;0;0;35;11
947131;0;0;35;2
947122;1;0;35;3
947121;0;0;35;3
947120;0;0;35;3
947119;0;0;35;3
950969;0;0;35;4
948617;1;1;35;17
906916;0;0;35;4
906899;1;0;35;6
906846;1;1;35;15
911292;0;0;35;5
914338;0;0;35;40
914347;0;0;35;30
914188;0;0;35;3
907437;0;0;35;5
907432;0;0;35;6
907431;0;0;35;6
907566;0;0;35;2
911404;0;0;35;5
912319;0;0;35;7
912366;0;0;35;3
912365;0;0;35;3
912352;0;0;35;4
912311;0;0;35;10
912259;1;1;35;37
912368;0;0;35;3
913706;0;0;35;5
913694;0;0;35;7
921005;0;0;35;2
922773;0;0;35;1
922746;0;0;35;3
924820;0;0;35;10
922734;0;0;35;5
922776;0;0;35;1
922747;0;0;35;3
922161;1;1;35;11
911263;0;0;35;9
911255;0;0;35;11
911254;0;0;35;11
911246;0;0;35;12
922307;0;0;35;6
922298;0;0;35;8
922294;0;0;35;9
922272;1;1;35;16
922226;0;0;35;2
920790;0;0;35;12
920772;1;1;35;16
921491;0;0;35;8
921490;0;0;35;8
922197;0;0;35;5
921483;0;0;35;9
921476;0;0;35;12
921465;0;0;35;19
921458;1;1;35;23
922208;0;0;35;4
925285;1;0;35;3
925284;0;0;35;3
925674;0;0;35;8
925673;0;0;35;8
925267;0;0;35;5
928984;1;1;35;57
928944;1;0;35;4
929065;0;0;35;7
929064;0;0;35;7
929057;0;0;35;8
929016;0;0;35;18
932487;0;0;35;5
931124;1;0;35;9
932555;0;0;35;23
932529;0;0;35;50
932524;0;0;35;64
932486;0;0;35;5
926182;1;1;35;7
926168;1;0;35;12
931873;0;0;35;1
931849;0;0;35;4
931840;0;0;35;6
931839;0;0;35;6
932484;0;0;35;6
941170;0;0;35;4
941176;0;0;35;3
941175;0;0;35;3
939565;0;0;35;17
940011;1;0;35;2
939556;0;0;35;21
927870;0;0;35;1
941705;1;1;35;9
941773;1;0;35;16
938738;0;0;35;5
941724;1;0;35;5
961330;1;0;35;9
960102;0;0;35;1
960100;0;0;35;1
953936;1;1;35;8
960104;0;0;35;1
958209;1;0;35;3
958186;1;1;35;14
957929;1;1;35;1
958962;0;0;35;1
958961;0;0;35;1
958633;0;0;35;2
958634;0;0;35;2
958635;1;1;35;2
957837;0;0;35;10
957828;0;0;35;12
957818;0;0;35;15
957063;0;0;35;3
957055;0;0;35;4
957049;0;0;35;5
957033;0;0;35;8
957032;0;0;35;8
957823;0;0;35;14
957849;0;0;35;8
957856;0;0;35;7
957031;0;0;35;9
959181;1;0;35;1
958646;0;0;35;1
953469;0;0;35;2
930149;1;0;35;6
954706;0;0;35;6
954723;0;0;35;5
954724;0;0;35;5
954698;0;0;35;7
954699;1;1;35;7
929328;0;0;35;6
930118;1;1;35;23
952832;0;0;35;3
952823;0;0;35;4
953406;0;0;35;9
954392;0;0;35;11
953391;1;1;35;11
955684;1;0;35;2
955677;0;0;35;3
955676;0;0;35;3
955633;1;1;35;13
955656;0;0;35;7
955594;0;0;35;1
955581;0;0;35;2
952919;1;0;35;6
952911;1;1;35;7
955956;1;0;35;6
955954;1;1;35;7
955582;0;0;35;2
949176;1;0;35;5
949027;0;0;35;3
953406;0;0;35;9
954392;0;0;35;11
953469;0;0;35;2
953391;1;1;35;11
953936;1;1;35;8
978167;0;0;35;9
978095;1;1;35;8
978179;0;0;35;7
978148;0;0;35;17
950969;0;0;35;4
948617;1;1;35;17
947122;1;0;35;3
947121;0;0;35;3
947119;0;0;35;3
947120;0;0;35;3
947131;0;0;35;2
947499;1;1;35;8
948107;1;0;35;10
948089;1;1;35;19
949012;1;0;35;5
952919;1;0;35;6
952911;1;1;35;7
952832;0;0;35;3
952823;0;0;35;4
945669;0;0;35;11
945727;0;0;35;4
978662;1;1;35;6
978668;0;0;35;5
978675;0;0;35;4
978669;0;0;35;5
981809;0;0;35;2
981797;0;0;35;5
981819;0;0;35;1
966117;0;0;35;11
966121;0;0;35;10
979938;1;1;35;1
979737;0;0;35;1
979580;1;1;35;2
979566;1;0;35;4
976441;1;0;35;2
976451;0;0;35;1
976440;0;0;35;2
977621;0;0;35;10
977602;1;1;35;18
982488;0;0;35;1
980098;0;0;35;12
980351;0;0;35;6
980350;0;0;35;6
980841;1;1;35;5
980846;0;0;35;4
980856;1;0;35;3
980870;0;0;35;1
980869;0;0;35;1
980868;0;0;35;1
905047;0;0;35;2
905033;0;0;35;3
905032;0;0;35;3
905011;1;0;35;5
906899;1;0;35;6
957055;0;0;35;4
957063;0;0;35;3
958646;0;0;35;1
958634;0;0;35;2
958635;1;1;35;2
958633;0;0;35;2
957849;0;0;35;8
957823;0;0;35;14
957837;0;0;35;10
957033;0;0;35;8
957032;0;0;35;8
957031;0;0;35;9
957828;0;0;35;12
957049;0;0;35;5
957818;0;0;35;15
901485;1;1;35;15
901504;1;0;35;11
907437;0;0;35;5
905957;0;0;35;14
907432;0;0;35;6
907431;0;0;35;6
906916;0;0;35;4
907566;0;0;35;2
906846;1;1;35;15
905178;1;1;35;11
905189;1;0;35;7
960104;0;0;35;1
960102;0;0;35;1
960100;0;0;35;1
963611;0;0;35;6
963612;0;0;35;6
963372;0;0;35;4
962899;0;0;35;2
963633;0;0;35;3
963601;1;1;35;7
963600;0;0;35;7
963620;0;0;35;5
958962;0;0;35;1
958961;0;0;35;1
959181;1;0;35;1
962092;1;0;35;2
961330;1;0;35;9
963416;0;0;35;1
954698;0;0;35;7
954699;1;1;35;7
955956;1;0;35;6
955954;1;1;35;7
954724;0;0;35;5
954723;0;0;35;5
954706;0;0;35;6
957856;0;0;35;7
957929;1;1;35;1
958186;1;1;35;14
958209;1;0;35;3
962103;1;1;35;48
955684;1;0;35;2
955677;0;0;35;3
955676;0;0;35;3
955656;0;0;35;7
955633;1;1;35;13
955581;0;0;35;2
955582;0;0;35;2
955594;0;0;35;1
912311;0;0;35;10
912319;0;0;35;7
914347;0;0;35;30
912259;1;1;35;37
912352;0;0;35;4
912368;0;0;35;3
912366;0;0;35;3
912365;0;0;35;3
916170;0;0;35;7
913694;0;0;35;7
914338;0;0;35;40
914188;0;0;35;3
913706;0;0;35;5
937110;0;0;35;3
911292;0;0;35;5
911255;0;0;35;11
911254;0;0;35;11
911246;0;0;35;12
911263;0;0;35;9
911404;0;0;35;5
939565;0;0;35;17
939556;0;0;35;21
941705;1;1;35;9
940011;1;0;35;2
941176;0;0;35;3
941175;0;0;35;3
941170;0;0;35;4
935682;0;0;35;11
935674;0;0;35;13
935689;0;0;35;9
938738;0;0;35;5
935699;1;1;35;7
941724;1;0;35;5
941773;1;0;35;16
935667;0;0;35;14
967854;0;0;35;9
967853;0;0;35;9
970424;1;1;35;14
971592;0;0;35;4
969012;1;0;35;6
968999;1;1;35;9
919199;0;0;35;14
967841;0;0;35;11
967840;0;0;35;11
967837;0;0;35;12
967833;0;0;35;13
967359;1;1;35;2
969928;1;1;35;3
965115;0;0;35;3
965116;0;0;35;3
965121;0;0;35;2
965120;0;0;35;2
965080;0;0;35;10
965058;1;1;35;19
964086;1;1;35;2
922734;0;0;35;5
922747;0;0;35;3
922746;0;0;35;3
922776;0;0;35;1
922773;0;0;35;1
921458;1;1;35;23
922294;0;0;35;9
922272;1;1;35;16
922307;0;0;35;6
922226;0;0;35;2
922298;0;0;35;8
922197;0;0;35;5
922161;1;1;35;11
922208;0;0;35;4
921476;0;0;35;12
921483;0;0;35;9
921465;0;0;35;19
921490;0;0;35;8
921491;0;0;35;8
921005;0;0;35;2
920772;1;1;35;16
920790;0;0;35;12
919663;0;0;35;7
919646;0;0;35;9
919600;1;1;35;33
919677;0;0;35;4
919669;0;0;35;6
919678;0;0;35;4
919983;1;1;35;13
916569;1;0;35;10
983039;0;0;35;3
990313;1;1;35;6
983844;0;0;35;3
983042;0;0;35;2
987457;0;0;35;1
987458;0;0;35;1
986497;1;0;35;1
987429;1;1;35;4
986496;0;0;35;1
983845;0;0;35;3
988608;0;0;35;7
988565;0;0;35;1
988773;1;1;35;3
1010847;1;1;35;3
1010872;0;0;35;1
990540;1;1;35;2
990589;0;0;35;5
990391;0;0;35;4
991011;0;0;35;2
991004;0;0;35;4
987728;0;0;35;1
987729;0;0;35;1
987726;0;0;35;1
987725;0;0;35;1
987712;0;0;35;2
998026;1;1;35;1
992552;0;0;35;5
992285;0;0;35;1
992286;0;0;35;1
992529;0;0;35;10
992536;0;0;35;8
992280;0;0;35;2
992542;1;1;35;6
998017;0;0;35;2
998018;0;0;35;2
994479;0;0;35;1
994444;0;0;35;6
994431;0;0;35;10
991488;1;1;35;1
991475;0;0;35;2
991476;0;0;35;2
991487;0;0;35;1
994498;1;1;35;11
997389;0;0;35;3
997390;0;0;35;3
997408;0;0;35;1
997409;1;1;35;1
997388;0;0;35;3
996810;0;0;35;4
996793;1;1;35;9
997016;0;0;35;1
997007;0;0;35;2
996998;0;0;35;3
986088;0;0;35;1
996991;0;0;35;4
996678;0;0;35;1
996838;0;0;35;1
996839;0;0;35;1
999169;0;0;35;1
998636;1;1;35;8
998686;0;0;35;1
998687;0;0;35;1
998688;0;0;35;1
999147;0;0;35;3
999149;1;1;35;3
999159;0;0;35;2
1001283;0;0;35;3
1001284;0;0;35;3
1001291;0;0;35;2
999869;1;0;35;3
999931;1;1;35;4
999951;0;0;35;1
999950;0;0;35;1
999949;0;0;35;1
1001252;1;1;35;7
1007404;0;0;35;4
1005263;0;0;35;1
1005264;0;0;35;1
1005265;0;0;35;1
1005266;1;1;35;1
1005242;0;0;35;3
1005403;0;0;35;2
1000759;0;0;35;3
1000760;0;0;35;3
1000740;0;0;35;6
1007896;0;0;35;5
1002113;0;0;35;1
1016309;0;0;35;1
1016310;1;1;35;1
1015259;0;0;35;2
1015260;0;0;35;2
1014733;0;0;35;1
1015044;0;0;35;1
1015034;1;1;35;2
1015045;0;0;35;1
1012965;0;0;35;2
1014665;1;1;35;10
1012468;0;0;35;1
1012470;0;0;35;1
1012467;0;0;35;1
1013609;0;0;35;1
929328;0;0;35;6
929016;0;0;35;18
928984;1;1;35;57
928944;1;0;35;4
932487;0;0;35;5
932484;0;0;35;6
932486;0;0;35;5
931873;0;0;35;1
931849;0;0;35;4
929057;0;0;35;8
929065;0;0;35;7
929064;0;0;35;7
924820;0;0;35;10
925285;1;0;35;3
925267;0;0;35;5
925284;0;0;35;3
925673;0;0;35;8
925674;0;0;35;8
900614;1;0;35;6
927870;0;0;35;1
930149;1;0;35;6
930118;1;1;35;23
931840;0;0;35;6
931839;0;0;35;6
932555;0;0;35;23
932529;0;0;35;50
932524;0;0;35;64
926168;1;0;35;12
931124;1;0;35;9
926182;1;1;35;7
993799;1;0;35;8
993795;1;1;35;9
1041093;0;0;36;4
1027663;1;1;36;98
1028779;1;0;36;148
1028356;0;0;36;8
1028372;0;0;36;2
1028668;1;1;36;14
1027670;1;0;36;79
1025786;1;0;36;249
1025788;1;1;36;228
1026541;1;1;36;284
1026577;1;0;36;89
1042335;0;0;36;8
1042487;1;1;36;30
1042498;1;0;36;14
1040717;0;0;36;11
1040725;0;0;36;10
1032802;0;0;36;18
1032799;0;0;36;20
1034510;0;0;36;9
1034522;0;0;36;7
1032835;0;0;36;9
1032830;0;0;36;10
1032823;0;0;36;12
1032770;1;1;36;40
1040091;0;0;36;52
1025378;1;1;36;55
1025345;0;0;36;1
1041070;0;0;36;10
1028936;0;0;36;8
1028968;0;0;36;2
1040099;0;0;36;42
1023555;0;0;36;6
1040138;0;0;36;18
1024268;0;0;36;13
1024276;0;0;36;11
1024281;0;0;36;10
1047538;0;0;36;19
1045321;1;0;36;18
1047538;0;0;36;19
1045321;1;0;36;18
1030660;0;0;36;26
1040725;0;0;36;10
1040091;0;0;36;52
1040099;0;0;36;42
1040138;0;0;36;18
1040717;0;0;36;11
1042298;0;0;36;34
1043698;1;1;36;24
1043711;1;0;36;14
1041070;0;0;36;10
1042059;0;0;36;12
1042065;0;0;36;10
1041093;0;0;36;4
1042071;0;0;36;8
1042278;1;1;36;48
1042290;1;0;36;40
1038833;1;1;36;52
1038848;1;0;36;28
1039290;0;0;36;15
1039340;0;0;36;4
1034522;0;0;36;7
1034510;0;0;36;9
1032799;0;0;36;20
1032802;0;0;36;18
1032823;0;0;36;12
1032835;0;0;36;9
1032770;1;1;36;40
1032830;0;0;36;10
1030676;0;0;36;14
1030677;0;0;36;14
1030692;0;0;36;8
1030701;0;0;36;6
1031599;1;1;36;26
1031617;1;0;36;17
1027670;1;0;36;79
1027663;1;1;36;98
1042335;0;0;36;8
1042290;1;0;36;40
1042298;0;0;36;34
1042059;0;0;36;12
1043711;1;0;36;14
1043698;1;1;36;24
1042498;1;0;36;14
1042278;1;1;36;48
1042065;0;0;36;10
1042071;0;0;36;8
1042487;1;1;36;30
1026577;1;0;36;89
1025345;0;0;36;1
1025378;1;1;36;55
1026541;1;1;36;284
1028356;0;0;36;8
1028668;1;1;36;14
1028372;0;0;36;2
1028936;0;0;36;8
1028968;0;0;36;2
1025788;1;1;36;228
1025786;1;0;36;249
1028779;1;0;36;148
1039340;0;0;36;4
1038833;1;1;36;52
1039290;0;0;36;15
1038848;1;0;36;28
1030677;0;0;36;14
1030660;0;0;36;26
1030676;0;0;36;14
1030692;0;0;36;8
1030701;0;0;36;6
1031599;1;1;36;26
1031617;1;0;36;17
1024276;0;0;36;11
1024268;0;0;36;13
1024281;0;0;36;10
1023555;0;0;36;6
